364.16,3,947 ,16.3712761163
425.95,1,7014 ,39.9557662522
825.46,1001,5673 ,44.4886135731
733.19,1,3174 ,28.312335417
905.81,101,5440 ,33.9104018583
487.84,1,1683 ,24.4902043459
659.44,5347,7807 ,27.0675129122
894.05,361,7965 ,37.7829929279
350.4,1,6776 ,27.2697805332
1049.96,1,4949 ,36.4355399177
