328.59,980,1503 ,31.058129063
360.87,61,1305 ,42.543337869
256.65,579,1513 ,47.2023351861
149.26,1654,1805 ,33.484485261
155.43,3,300 ,33.5101428873
306.05,1530,1910 ,25.9954517581
259.39,597,1370 ,24.8378651829
115.03,962,1009 ,22.6090727077
496.09,1137,1952 ,17.3364304939
470.87,416,1828 ,17.0144272833
