428.19,1,5917 ,22.1523669588
338.56,1,4437 ,19.1782204384
516.62,4538,5925 ,13.9521895791
460.58,151,1212 ,12.9998640146
762.32,2870,5472 ,15.9350964684
421.9,1,5953 ,21.7392791746
1330.15,118,5684 ,21.5190512152
838.85,1,5572 ,21.4613215559
608.38,2260,4756 ,15.6314812233
648.63,1,3133 ,15.3847403833
